class_161,advancement.Advancement
class_2501,nbt.NbtLongArray
class_2509,nbt.NbtOps
class_2516,nbt.NbtShort
class_2505,nbt.NbtSizeTracker
class_8801,nbt.NbtSizeValidationException
class_2519,nbt.NbtString
class_4614,nbt.NbtType
class_4615,nbt.NbtTypes
class_6856,nbt.scanner.ExclusiveNbtCollector
class_6844,nbt.scanner.NbtCollector
class_6836,nbt.scanner.NbtScanner
class_6843,nbt.scanner.NbtScanQuery
class_6842,nbt.scanner.NbtTreeNode
class_6841,nbt.scanner.SelectiveNbtCollector
class_6845,nbt.scanner.SimpleNbtScanner
class_2522,nbt.StringNbtReader
class_5627,nbt.visitor.NbtElementVisitor
class_5625,nbt.visitor.NbtOrderedStringFormatter
class_5628,nbt.visitor.NbtTextFormatter
class_5626,nbt.visitor.StringNbtWriter
class_2535,network.ClientConnection
class_9139,network.codec.PacketCodec
class_9135,network.codec.PacketCodecs
class_9141,network.codec.PacketDecoder
class_9142,network.codec.PacketEncoder
class_9143,network.codec.ValueFirstEncoder
class_8702,network.encoding.StringEncoding
class_8703,network.encoding.VarInts
class_8704,network.encoding.VarLongs
class_7818,network.encryption.ClientPlayerSession
class_5525,network.encryption.NetworkEncryptionException
class_3515,network.encryption.NetworkEncryptionUtils
class_2528,network.encryption.PacketDecryptor
class_2524,network.encryption.PacketEncryptionManager
class_2529,network.encryption.PacketEncryptor
class_7427,network.encryption.PlayerKeyPair
class_7428,network.encryption.PlayerPublicKey
class_7822,network.encryption.PublicPlayerSession
class_7498,network.encryption.SignatureUpdatable
class_7500,network.encryption.SignatureVerifier
class_7501,network.encryption.Signer
class_2543,network.handler.DecoderHandler
class_2545,network.handler.EncoderHandler
class_9126,network.handler.HandlerNames
class_8607,network.handler.LegacyQueries
class_3238,network.handler.LegacyQueryHandler
class_8700,network.handler.NetworkStateTransitionHandler
class_9130,network.handler.NetworkStateTransitions
class_8039,network.handler.PacketBundleHandler
class_8035,network.handler.PacketBundler
class_9136,network.handler.PacketCodecDispatcher
class_2534,network.handler.PacketDeflater
class_2548,network.handler.PacketEncoderException
class_2532,network.handler.PacketInflater
class_8762,network.handler.PacketSizeLogger
class_8036,network.handler.PacketUnbundler
class_9146,network.handler.SideValidatingDispatchingCodecBuilder
class_2552,network.handler.SizePrepender
class_2550,network.handler.SplitterHandler
class_8705,network.listener.ClientCommonPacketListener
class_8732,network.listener.ClientConfigurationPacketListener
class_9087,network.listener.ClientCookieRequestPacketListener
class_2896,network.listener.ClientLoginPacketListener
class_8697,network.listener.ClientPacketListener
class_8763,network.listener.ClientPingResultPacketListener
class_2602,network.listener.ClientPlayPacketListener
class_2921,network.listener.ClientQueryPacketListener
class_2547,network.listener.PacketListener
class_8706,network.listener.ServerCommonPacketListener
class_8735,network.listener.ServerConfigurationPacketListener
class_9090,network.listener.ServerCookieResponsePacketListener
class_6857,network.listener.ServerCrashSafePacketListener
class_2890,network.listener.ServerHandshakePacketListener
class_2911,network.listener.ServerLoginPacketListener
class_8701,network.listener.ServerPacketListener
class_2792,network.listener.ServerPlayPacketListener
class_2933,network.listener.ServerQueryPacketListener
class_8740,network.listener.ServerQueryPingPacketListener
class_7633,network.listener.TickablePacketListener
class_7817,network.message.AcknowledgedMessage
class_7638,network.message.AcknowledgmentValidator
class_7450,network.message.ArgumentSignatureDataMap
class_1659,network.message.ChatVisibility
class_7649,network.message.FilterMask
class_7635,network.message.LastSeenMessageList
class_7637,network.message.LastSeenMessagesCollector
class_7608,network.message.MessageBody
class_7610,network.message.MessageChain
class_7619,network.message.MessageChainTaskQueue
class_7492,network.message.MessageDecorator
class_7826,network.message.MessageLink
class_7469,network.message.MessageSignatureData
class_7561,network.message.MessageSignatureStorage
class_2556,network.message.MessageType
class_7615,network.message.MessageVerifier
class_7604,network.message.SentMessage
class_7448,network.message.SignedCommandArguments
class_7471,network.message.SignedMessage
class_2539,network.NetworkPhase
class_2598,network.NetworkSide
class_9127,network.NetworkState
class_9147,network.NetworkStateBuilder
class_2600,network.NetworkThreadUtils
class_2987,network.OffThreadException
class_8709,network.packet.BrandCustomPayload
class_8038,network.packet.BundlePacket
class_8037,network.packet.BundleSplitterPacket
class_2803,network.packet.c2s.common.ClientOptionsC2SPacket
class_6374,network.packet.c2s.common.CommonPongC2SPacket
class_9091,network.packet.c2s.common.CookieResponseC2SPacket
class_2817,network.packet.c2s.common.CustomPayloadC2SPacket
class_2827,network.packet.c2s.common.KeepAliveC2SPacket
class_2856,network.packet.c2s.common.ResourcePackStatusC2SPacket
class_8791,network.packet.c2s.common.SyncedClientOptions
class_8736,network.packet.c2s.config.ReadyC2SPacket
class_9220,network.packet.c2s.config.SelectKnownPacksC2SPacket
class_8592,network.packet.c2s.handshake.ConnectionIntent
class_2889,network.packet.c2s.handshake.HandshakeC2SPacket
class_8593,network.packet.c2s.login.EnterConfigurationC2SPacket
class_2915,network.packet.c2s.login.LoginHelloC2SPacket
class_2917,network.packet.c2s.login.LoginKeyC2SPacket
class_2913,network.packet.c2s.login.LoginQueryResponseC2SPacket
class_8594,network.packet.c2s.login.LoginQueryResponsePayload
class_8596,network.packet.c2s.login.UnknownLoginQueryResponsePayload
class_8590,network.packet.c2s.play.AcknowledgeChunksC2SPacket
class_8591,network.packet.c2s.play.AcknowledgeReconfigurationC2SPacket
class_2859,network.packet.c2s.play.AdvancementTabC2SPacket
class_2836,network.packet.c2s.play.BoatPaddleStateC2SPacket
class_2820,network.packet.c2s.play.BookUpdateC2SPacket
class_2811,network.packet.c2s.play.ButtonClickC2SPacket
class_2797,network.packet.c2s.play.ChatMessageC2SPacket
class_2813,network.packet.c2s.play.ClickSlotC2SPacket
class_2848,network.packet.c2s.play.ClientCommandC2SPacket
class_2799,network.packet.c2s.play.ClientStatusC2SPacket
class_2815,network.packet.c2s.play.CloseHandledScreenC2SPacket
class_7472,network.packet.c2s.play.CommandExecutionC2SPacket
class_2840,network.packet.c2s.play.CraftRequestC2SPacket
class_2873,network.packet.c2s.play.CreativeInventoryActionC2SPacket
class_9179,network.packet.c2s.play.DebugSampleSubscriptionC2SPacket
class_2879,network.packet.c2s.play.HandSwingC2SPacket
class_5194,network.packet.c2s.play.JigsawGeneratingC2SPacket
class_7640,network.packet.c2s.play.MessageAcknowledgmentC2SPacket
class_2838,network.packet.c2s.play.PickFromInventoryC2SPacket
class_2846,network.packet.c2s.play.PlayerActionC2SPacket
class_2851,network.packet.c2s.play.PlayerInputC2SPacket
class_2885,network.packet.c2s.play.PlayerInteractBlockC2SPacket
class_2824,network.packet.c2s.play.PlayerInteractEntityC2SPacket
class_2886,network.packet.c2s.play.PlayerInteractItemC2SPacket
class_2828,network.packet.c2s.play.PlayerMoveC2SPacket
class_7861,network.packet.c2s.play.PlayerSessionC2SPacket
class_2795,network.packet.c2s.play.QueryBlockNbtC2SPacket
class_2822,network.packet.c2s.play.QueryEntityNbtC2SPacket
class_2853,network.packet.c2s.play.RecipeBookDataC2SPacket
class_5427,network.packet.c2s.play.RecipeCategoryOptionsC2SPacket
class_2855,network.packet.c2s.play.RenameItemC2SPacket
class_2805,network.packet.c2s.play.RequestCommandCompletionsC2SPacket
class_2863,network.packet.c2s.play.SelectMerchantTradeC2SPacket
class_8875,network.packet.c2s.play.SlotChangedStateC2SPacket
class_2884,network.packet.c2s.play.SpectatorTeleportC2SPacket
class_2793,network.packet.c2s.play.TeleportConfirmC2SPacket
class_2866,network.packet.c2s.play.UpdateBeaconC2SPacket
class_2870,network.packet.c2s.play.UpdateCommandBlockC2SPacket
class_2871,network.packet.c2s.play.UpdateCommandBlockMinecartC2SPacket
class_4210,network.packet.c2s.play.UpdateDifficultyC2SPacket
class_4211,network.packet.c2s.play.UpdateDifficultyLockC2SPacket
class_3753,network.packet.c2s.play.UpdateJigsawC2SPacket
class_2842,network.packet.c2s.play.UpdatePlayerAbilitiesC2SPacket
class_2868,network.packet.c2s.play.UpdateSelectedSlotC2SPacket
class_2877,network.packet.c2s.play.UpdateSignC2SPacket
class_2875,network.packet.c2s.play.UpdateStructureBlockC2SPacket
class_2833,network.packet.c2s.play.VehicleMoveC2SPacket
class_2935,network.packet.c2s.query.QueryPingC2SPacket
class_2937,network.packet.c2s.query.QueryRequestC2SPacket
class_9152,network.packet.CommonPackets
class_9156,network.packet.ConfigPackets
class_9089,network.packet.CookiePackets
class_8710,network.packet.CustomPayload
class_9096,network.packet.HandshakePackets
class_9098,network.packet.LoginPackets
class_2596,network.packet.Packet
class_9145,network.packet.PacketType
class_9100,network.packet.PingPackets
class_9094,network.packet.PlayPackets
class_6373,network.packet.s2c.common.CommonPingS2CPacket
class_9088,network.packet.s2c.common.CookieRequestS2CPacket
class_2658,network.packet.s2c.common.CustomPayloadS2CPacket
class_2661,network.packet.s2c.common.DisconnectS2CPacket
class_2670,network.packet.s2c.common.KeepAliveS2CPacket
class_9053,network.packet.s2c.common.ResourcePackRemoveS2CPacket
class_2720,network.packet.s2c.common.ResourcePackSendS2CPacket
class_9151,network.packet.s2c.common.ServerTransferS2CPacket
class_9150,network.packet.s2c.common.StoreCookieS2CPacket
class_2790,network.packet.s2c.common.SynchronizeTagsS2CPacket
class_8734,network.packet.s2c.config.DynamicRegistriesS2CPacket
class_7832,network.packet.s2c.config.FeaturesS2CPacket
class_8733,network.packet.s2c.config.ReadyS2CPacket
class_9250,network.packet.s2c.config.SelectKnownPacksS2CPacket
class_8707,network.packet.s2c.custom.DebugBeeCustomPayload
class_8708,network.packet.s2c.custom.DebugBrainCustomPayload
class_9004,network.packet.s2c.custom.DebugBreezeCustomPayload
class_8712,network.packet.s2c.custom.DebugGameEventCustomPayload
class_8713,network.packet.s2c.custom.DebugGameEventListenersCustomPayload
class_8714,network.packet.s2c.custom.DebugGameTestAddMarkerCustomPayload
class_8715,network.packet.s2c.custom.DebugGameTestClearCustomPayload
class_8716,network.packet.s2c.custom.DebugGoalSelectorCustomPayload
class_8718,network.packet.s2c.custom.DebugHiveCustomPayload
class_8720,network.packet.s2c.custom.DebugNeighborsUpdateCustomPayload
class_8721,network.packet.s2c.custom.DebugPathCustomPayload
class_8722,network.packet.s2c.custom.DebugPoiAddedCustomPayload
class_8723,network.packet.s2c.custom.DebugPoiRemovedCustomPayload
class_8724,network.packet.s2c.custom.DebugPoiTicketCountCustomPayload
class_8725,network.packet.s2c.custom.DebugRaidsCustomPayload
class_8726,network.packet.s2c.custom.DebugStructuresCustomPayload
class_8728,network.packet.s2c.custom.DebugVillageSectionsCustomPayload
class_8729,network.packet.s2c.custom.DebugWorldgenAttemptCustomPayload
class_2907,network.packet.s2c.login.LoginCompressionS2CPacket
class_2909,network.packet.s2c.login.LoginDisconnectS2CPacket
class_2905,network.packet.s2c.login.LoginHelloS2CPacket
class_8595,network.packet.s2c.login.LoginQueryRequestPayload
class_2899,network.packet.s2c.login.LoginQueryRequestS2CPacket
class_2901,network.packet.s2c.login.LoginSuccessS2CPacket
class_8597,network.packet.s2c.login.UnknownLoginQueryRequestPayload
class_2779,network.packet.s2c.play.AdvancementUpdateS2CPacket
class_2620,network.packet.s2c.play.BlockBreakingProgressS2CPacket
class_2622,network.packet.s2c.play.BlockEntityUpdateS2CPacket
class_2623,network.packet.s2c.play.BlockEventS2CPacket
class_2626,network.packet.s2c.play.BlockUpdateS2CPacket
class_2629,network.packet.s2c.play.BossBarS2CPacket
class_9093,network.packet.s2c.play.BundleDelimiterS2CPacket
class_8042,network.packet.s2c.play.BundleS2CPacket
class_7438,network.packet.s2c.play.ChatMessageS2CPacket
class_7597,network.packet.s2c.play.ChatSuggestionsS2CPacket
class_8212,network.packet.s2c.play.ChunkBiomeDataS2CPacket
class_6603,network.packet.s2c.play.ChunkData
class_2672,network.packet.s2c.play.ChunkDataS2CPacket
class_2637,network.packet.s2c.play.ChunkDeltaUpdateS2CPacket
class_4273,network.packet.s2c.play.ChunkLoadDistanceS2CPacket
class_4282,network.packet.s2c.play.ChunkRenderDistanceCenterS2CPacket
class_8738,network.packet.s2c.play.ChunkSentS2CPacket
class_5888,network.packet.s2c.play.ClearTitleS2CPacket
class_2645,network.packet.s2c.play.CloseScreenS2CPacket
class_2639,network.packet.s2c.play.CommandSuggestionsS2CPacket
class_2641,network.packet.s2c.play.CommandTreeS2CPacket
class_8589,network.packet.s2c.play.CommonPlayerSpawnInfo
class_2656,network.packet.s2c.play.CooldownUpdateS2CPacket
class_2695,network.packet.s2c.play.CraftFailedResponseS2CPacket
class_8043,network.packet.s2c.play.DamageTiltS2CPacket
class_5892,network.packet.s2c.play.DeathMessageS2CPacket
class_9178,network.packet.s2c.play.DebugSampleS2CPacket
class_2632,network.packet.s2c.play.DifficultyS2CPacket
class_5890,network.packet.s2c.play.EndCombatS2CPacket
class_5891,network.packet.s2c.play.EnterCombatS2CPacket
class_8588,network.packet.s2c.play.EnterReconfigurationS2CPacket
class_2716,network.packet.s2c.play.EntitiesDestroyS2CPacket
class_2616,network.packet.s2c.play.EntityAnimationS2CPacket
class_2740,network.packet.s2c.play.EntityAttachS2CPacket
class_2781,network.packet.s2c.play.EntityAttributesS2CPacket
class_8143,network.packet.s2c.play.EntityDamageS2CPacket
class_2744,network.packet.s2c.play.EntityEquipmentUpdateS2CPacket
class_2752,network.packet.s2c.play.EntityPassengersSetS2CPacket
class_2777,network.packet.s2c.play.EntityPositionS2CPacket
class_2684,network.packet.s2c.play.EntityS2CPacket
class_2726,network.packet.s2c.play.EntitySetHeadYawS2CPacket
class_2604,network.packet.s2c.play.EntitySpawnS2CPacket
class_2783,network.packet.s2c.play.EntityStatusEffectS2CPacket
class_2663,network.packet.s2c.play.EntityStatusS2CPacket
class_2739,network.packet.s2c.play.EntityTrackerUpdateS2CPacket
class_2743,network.packet.s2c.play.EntityVelocityUpdateS2CPacket
class_2748,network.packet.s2c.play.ExperienceBarUpdateS2CPacket
class_2606,network.packet.s2c.play.ExperienceOrbSpawnS2CPacket
class_2664,network.packet.s2c.play.ExplosionS2CPacket
class_2678,network.packet.s2c.play.GameJoinS2CPacket
class_7439,network.packet.s2c.play.GameMessageS2CPacket
class_2668,network.packet.s2c.play.GameStateChangeS2CPacket
class_2749,network.packet.s2c.play.HealthUpdateS2CPacket
class_2649,network.packet.s2c.play.InventoryS2CPacket
class_2775,network.packet.s2c.play.ItemPickupAnimationS2CPacket
class_6606,network.packet.s2c.play.LightData
class_2676,network.packet.s2c.play.LightUpdateS2CPacket
class_2707,network.packet.s2c.play.LookAtS2CPacket
class_2683,network.packet.s2c.play.MapUpdateS2CPacket
class_2774,network.packet.s2c.play.NbtQueryResponseS2CPacket
class_2648,network.packet.s2c.play.OpenHorseScreenS2CPacket
class_3944,network.packet.s2c.play.OpenScreenS2CPacket
class_3895,network.packet.s2c.play.OpenWrittenBookS2CPacket
class_5894,network.packet.s2c.play.OverlayMessageS2CPacket
class_2675,network.packet.s2c.play.ParticleS2CPacket
class_2696,network.packet.s2c.play.PlayerAbilitiesS2CPacket
class_4463,network.packet.s2c.play.PlayerActionResponseS2CPacket
class_2772,network.packet.s2c.play.PlayerListHeaderS2CPacket
class_2703,network.packet.s2c.play.PlayerListS2CPacket
class_2708,network.packet.s2c.play.PlayerPositionLookS2CPacket
class_7828,network.packet.s2c.play.PlayerRemoveS2CPacket
class_2724,network.packet.s2c.play.PlayerRespawnS2CPacket
class_2759,network.packet.s2c.play.PlayerSpawnPositionS2CPacket
class_2765,network.packet.s2c.play.PlaySoundFromEntityS2CPacket
class_2767,network.packet.s2c.play.PlaySoundS2CPacket
class_2709,network.packet.s2c.play.PositionFlag
class_7827,network.packet.s2c.play.ProfilelessChatMessageS2CPacket
class_2718,network.packet.s2c.play.RemoveEntityStatusEffectS2CPacket
class_7617,network.packet.s2c.play.RemoveMessageS2CPacket
class_2736,network.packet.s2c.play.ScoreboardDisplayS2CPacket
class_2751,network.packet.s2c.play.ScoreboardObjectiveUpdateS2CPacket
class_9006,network.packet.s2c.play.ScoreboardScoreResetS2CPacket
class_2757,network.packet.s2c.play.ScoreboardScoreUpdateS2CPacket
class_2651,network.packet.s2c.play.ScreenHandlerPropertyUpdateS2CPacket
class_2653,network.packet.s2c.play.ScreenHandlerSlotUpdateS2CPacket
class_2729,network.packet.s2c.play.SelectAdvancementTabS2CPacket
class_7495,network.packet.s2c.play.ServerMetadataS2CPacket
class_2734,network.packet.s2c.play.SetCameraEntityS2CPacket
class_3943,network.packet.s2c.play.SetTradeOffersS2CPacket
class_2693,network.packet.s2c.play.SignEditorOpenS2CPacket
class_6682,network.packet.s2c.play.SimulationDistanceS2CPacket
class_8739,network.packet.s2c.play.StartChunkSendS2CPacket
class_2617,network.packet.s2c.play.StatisticsS2CPacket
class_2770,network.packet.s2c.play.StopSoundS2CPacket
class_5903,network.packet.s2c.play.SubtitleS2CPacket
